id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,log_price
16396753,Private room in the heart of East village,5212097,Chris,Manhattan,East Village,40.72258,-73.98148,Private room,100,3,5,2019-03-19,0.19,2,0,4.605170185988092
15736953,Serenity Near Time Square,83246395,Roshelle,Manhattan,Hell's Kitchen,40.75764,-73.98963,Private room,150,2,0,NA,NA,1,0,5.0106352940962555
23754446,1 bedroom apartment on West 34th street,76104209,Rated,Manhattan,Midtown,40.75015,-73.98651,Entire home/apt,200,30,0,NA,NA,33,365,5.298317366548036
33250984,Large private bedroom in prime West Village!,250374011,Lisa,Manhattan,West Village,40.73261,-74.01043,Private room,120,2,12,2019-07-08,3.91,1,35,4.787491742782046
6568523,2 Bdrm in Luxury Condo on Hudson,33459378,Karen,Manhattan,Battery Park City,40.7101,-74.01721,Entire home/apt,200,7,2,2015-08-16,0.04,1,0,5.298317366548036
27237583,*NO GUEST SERVICE FEE* Beekman Tower Premium One Bedroom Suite,205031545,Red Awning,Manhattan,Midtown,40.75402,-73.96567,Entire home/apt,740,3,1,2019-02-18,0.21,49,222,6.606650186198215
13623891,Stunning Studio in Midtown BEST LOCATION,78929276,Blaine,Manhattan,Midtown,40.7441,-73.98834,Entire home/apt,200,2,106,2019-06-20,2.96,1,250,5.298317366548036
33597052,Uptown Minimalist Chic,130667866,Omar,Manhattan,Washington Heights,40.85549,-73.92789,Private room,70,2,7,2019-06-23,2.19,1,14,4.248495242049359
14707675,1 Person Only 1 Bdrm LES/East Village HugeDeck,2859516,Raymond,Manhattan,Lower East Side,40.72163,-73.98715,Private room,100,2,165,2019-06-17,4.77,2,2,4.605170185988092
21605495,East Village - little hideaway in epic apartment!,20417436,Gil,Manhattan,East Village,40.72552,-73.98165,Private room,90,4,0,NA,NA,1,0,4.499809670330265
21042151,STAY HERE! Nice&Quite 1BD in Financial District!,151563968,Andrey,Manhattan,Financial District,40.70949,-74.00973,Entire home/apt,150,1,103,2019-06-22,4.79,1,7,5.0106352940962555
3533741,Private Room in Famed Artistic Flat,17791294,Taylor,Manhattan,Hell's Kitchen,40.76878,-73.98719,Private room,110,1,0,NA,NA,1,0,4.700480365792417
25510480,BIG SUNNY LOVELY ROOM CENTRAL PARK,38863621,William,Manhattan,Harlem,40.80025,-73.95268,Private room,80,2,3,2018-06-21,0.23,1,0,4.382026634673881
16469132,Sunny Private Room close to Central Park - Harlem,16273228,Sherian,Manhattan,East Harlem,40.79602,-73.94884,Private room,80,1,6,2017-07-20,0.23,1,0,4.382026634673881
6006603,"Private Room, 33rd and 2nd",31182668,Jerry,Manhattan,Kips Bay,40.74349,-73.97577,Private room,90,5,0,NA,NA,1,0,4.499809670330265
7319512,Modern & Bright Queen Bedroom-Green C8,20559017,Yohan,Manhattan,Upper East Side,40.76164,-73.95995,Private room,60,30,3,2019-05-06,0.08,9,342,4.0943445622221
14129429,3 Bedroom Apartment for Rent,85235313,Richard,Manhattan,Greenwich Village,40.73085,-74.00079,Entire home/apt,170,360,0,NA,NA,1,365,5.135798437050262
34706742,Cozy bedroom in East Village apt!,14253187,Gabi,Manhattan,Gramercy,40.73283,-73.98228,Private room,60,1,4,2019-06-08,2.35,1,104,4.0943445622221
19606247,Cozy Private Room in Chinatown/ Lower East Side,48035228,Chen,Manhattan,Two Bridges,40.71253,-73.99586,Private room,50,7,3,2017-08-27,0.12,1,0,3.912023005428146
23151066,"Charming studio in the heart of UES, Manhattan!",5640467,Surani,Manhattan,Upper East Side,40.77579,-73.95628,Entire home/apt,120,5,1,2018-07-21,0.08,1,0,4.787491742782046
4804228,Kosher Upper West Side Studio Apt,24750076,Chaz,Manhattan,Upper West Side,40.79331,-73.97537,Entire home/apt,150,4,15,2019-04-27,0.3,1,0,5.0106352940962555
30393803,Stately Central Chelsea 1BR w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Chelsea,40.74261,-73.99457,Entire home/apt,360,30,0,NA,NA,232,323,5.886104031450156
5406067,Great Value Great Location!,17062221,Vanessa,Manhattan,Kips Bay,40.73879,-73.97994,Private room,130,3,139,2019-07-02,2.66,2,3,4.867534450455582
21684804,Charming duplex in east village with a balcony,12080664,Josephine,Manhattan,East Village,40.732,-73.98706,Entire home/apt,500,6,0,NA,NA,1,0,6.214608098422191
13957499,"Huge, Quiet Room, Near Columbia & Express Subways!",8253604,James & Shaun,Manhattan,Harlem,40.81557,-73.95295,Private room,90,1,147,2019-07-07,4.24,2,165,4.499809670330265
26771228,WV apt available July 24th to Aug 24th,144674348,Cristin,Manhattan,West Village,40.73132,-74.00429,Entire home/apt,200,15,0,NA,NA,1,0,5.298317366548036
32681559,Artful UWS Jr Suite with Balcony Near Central Park,245314318,Arthouse Hotel,Manhattan,Upper West Side,40.78281,-73.98124,Private room,320,1,0,NA,NA,10,259,5.768320995793772
22425516,Private Bedroom Near Union Square and East Village,164228532,Vivian,Manhattan,East Village,40.73277,-73.98716,Private room,90,3,104,2019-06-20,5.67,2,25,4.499809670330265
4662584,Best value single room in New York B5,20559017,Yohan,Manhattan,East Harlem,40.78644,-73.9438,Private room,40,30,4,2018-02-14,0.08,9,311,3.6888794541139363
31919779,Comfortable 1.5 Bedroom With Private Back Patio,9472223,Arthur,Manhattan,Morningside Heights,40.80636,-73.9578,Entire home/apt,80,3,0,NA,NA,3,0,4.382026634673881
27469022,Quaint Apartment in East Harlem,207010341,Maria,Manhattan,East Harlem,40.79578,-73.93398,Entire home/apt,140,5,2,2018-09-03,0.18,2,1,4.941642422609304
9710184,1 br Apt in Washington Heights,20709383,Elena,Manhattan,Washington Heights,40.84504,-73.93658,Entire home/apt,80,90,1,2017-01-08,0.03,1,0,4.382026634673881
8319784,~Lavish 1 Bedroom Upper East Side NYC Apt!,30283594,Kara,Manhattan,Upper East Side,40.76483,-73.95801,Entire home/apt,250,30,1,2017-06-29,0.04,121,273,5.521460917862246
735677,CHIC Apt in TRENDY East Village,3771963,Megan,Manhattan,East Village,40.72849,-73.98041,Entire home/apt,250,2,111,2019-07-06,4.44,1,28,5.521460917862246
7857185,Midtown great location private Apt,41406733,George,Manhattan,Midtown,40.75399,-73.96967,Entire home/apt,140,1,214,2019-06-19,4.5,1,170,4.941642422609304
35005793,Sonder | The Nash | Bold 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74899,-73.97541,Entire home/apt,200,29,0,NA,NA,327,360,5.298317366548036
27277107,Cozy East Village Room,930201,Lilian,Manhattan,East Village,40.72817,-73.9773,Private room,80,5,9,2019-07-06,0.97,1,110,4.382026634673881
6484983,Master bedroom + private bathroom,3499548,Costanza,Manhattan,Hell's Kitchen,40.7644,-73.99338,Private room,130,3,14,2019-05-28,0.63,1,293,4.867534450455582
4622869,Huge LES 3 BD 3 BA Elevator + Patio,2593268,Rose,Manhattan,Chinatown,40.7157,-73.99094,Entire home/apt,400,2,122,2019-06-15,2.24,1,109,5.991464547107982
7455635,Unique Artists' Studio in Manhattan,1407021,Gabe,Manhattan,Chinatown,40.71624,-73.99015,Entire home/apt,180,3,30,2018-01-03,0.63,1,0,5.19295685089021
261344,Inspired in Historic Downtown NYC!,568103,Liah,Manhattan,Financial District,40.70523,-74.01345,Private room,100,7,51,2019-06-02,0.55,1,307,4.605170185988092
34208508,Sonder | 11th Ave | Stunning 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,40.76241,-73.99606,Entire home/apt,180,29,0,NA,NA,327,319,5.19295685089021
34181176,"Flat at EMPIRE STATE BUILDING! 
doorman & rooftop",53720018,Vivi,Manhattan,Midtown,40.74798,-73.987,Entire home/apt,300,2,0,NA,NA,1,0,5.703782474656201
9615485,Spacious private bedroom 1 stop to Manhattan,35320945,Peggy,Manhattan,Roosevelt Island,40.76108,-73.95058,Private room,70,2,5,2017-03-25,0.14,1,0,4.248495242049359
30888624,"Cozy 2 Bed Room Gramercy, New York",146607158,Jason,Manhattan,Kips Bay,40.73879,-73.98135,Entire home/apt,220,2,1,2018-12-19,0.15,1,0,5.393627546352362
13961073,Queen of Elevated Castle,10231747,Jason,Manhattan,Hell's Kitchen,40.76492,-73.99128,Private room,150,1,119,2019-05-22,3.29,2,316,5.0106352940962555
3999228,Best Location NYC! Studio in heart of The Village,14545465,Tom,Manhattan,West Village,40.73455,-74.00614,Entire home/apt,120,4,16,2017-03-17,0.27,1,0,4.787491742782046
13225764,Large Clean and Modern Room  Near Subway Lines,74227432,Tony,Manhattan,Harlem,40.82579,-73.9528,Private room,80,1,56,2019-06-09,1.49,1,74,4.382026634673881
2754179,Fabulous Apt w/ Gorgeous Bathroom!,13347167,AFI Apartments,Manhattan,Upper East Side,40.77249,-73.95756,Entire home/apt,120,30,3,2018-01-04,0.09,29,298,4.787491742782046
505029,SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,2490471,Ann,Manhattan,East Village,40.72454,-73.97944,Entire home/apt,180,4,13,2018-11-16,0.17,1,0,5.19295685089021
4574224,GREAT SPACIOUS PRIVATE ROOM,11308807,Mathew,Manhattan,Harlem,40.82158,-73.9533,Private room,60,1,0,NA,NA,2,0,4.0943445622221
34568097,Iconic West 57 Street/Central park/Junior 1Bedroom,7679270,Ika,Manhattan,Hell's Kitchen,40.76739,-73.98504,Entire home/apt,150,2,2,2019-07-01,2,1,146,5.0106352940962555
29987801,Central Park Is Just Steps Away,2653479,Brian,Manhattan,Upper West Side,40.79821,-73.96058,Private room,70,2,33,2019-06-27,4.88,4,114,4.248495242049359
32466778,Sonder | The Nash | Warm Studio + Grilling Area,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74725,-73.97404,Entire home/apt,160,29,0,NA,NA,327,318,5.075173815233827
33642266,Lower East Side Gem,91783661,Robert,Manhattan,East Village,40.72673,-73.98646,Entire home/apt,150,3,12,2019-07-01,4.29,1,151,5.0106352940962555
55737,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,200,5,129,2019-05-19,1.22,1,286,5.298317366548036
34181682,Sonder | The Biltmore | Chic 1BR + City View,219517861,Sonder (NYC),Manhattan,Theater District,40.76152,-73.98587,Entire home/apt,160,29,0,NA,NA,327,340,5.075173815233827
30473401,Cozy Bedroom in renovated Little Italy Walk-up,25043292,Vane,Manhattan,Nolita,40.7203,-73.99548,Private room,100,7,0,NA,NA,2,0,4.605170185988092
34804794,Central park North Two Bedroom,181287271,Nina,Manhattan,Harlem,40.79966,-73.9539,Entire home/apt,320,3,14,2019-07-05,8.24,1,126,5.768320995793772
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,220,2,129,2019-04-28,1.41,1,107,5.393627546352362
36368048,"Luxury appartment, special edition for musicians.",253681134,Azamat,Manhattan,Washington Heights,40.83423,-73.94723,Private room,70,3,0,NA,NA,1,3,4.248495242049359
34721935,哥伦比亚大学附近步行3分钟高档公寓主卧暑期降价转租,261895213,Ing,Manhattan,Morningside Heights,40.80902,-73.96716,Private room,60,3,1,2019-06-22,1,1,188,4.0943445622221
35710684,"Large Midtown Apartment by Grand Central, Sleeps 4",143959643,Gispan,Manhattan,Midtown,40.75284,-73.97088,Entire home/apt,140,1,0,NA,NA,1,310,4.941642422609304
8936266,Prime West Village haven,6764705,Kirk,Manhattan,West Village,40.7382,-74.00299,Entire home/apt,300,5,4,2016-07-05,0.09,1,0,5.703782474656201
26458835,cozy one bed room only girls,7970340,Dian,Manhattan,Stuyvesant Town,40.73391,-73.97857,Private room,60,4,1,2018-07-06,0.08,1,0,4.0943445622221
7902291,"Large room, rooftop, queen bed",41667978,Doreen,Manhattan,Lower East Side,40.71449,-73.987,Private room,70,2,1,2015-09-05,0.02,1,0,4.248495242049359
2105163,Gramercy Park Studio Apartment,10732706,Joe,Manhattan,Gramercy,40.73646,-73.98337,Entire home/apt,200,3,3,2019-01-03,0.21,1,0,5.298317366548036
15325255,Wyndham Studio Condo with Kitchen SPECIAL TODAY!,96098402,Wynpoints,Manhattan,Midtown,40.75175,-73.97218,Private room,270,3,8,2016-12-06,0.24,12,365,5.598421958998375
8368928,Private 2BD Apartment in Manhattan,15789077,Lisa,Manhattan,Murray Hill,40.74716,-73.976070000000007,Entire home/apt,500,1,1,2015-09-28,0.02,1,0,6.214608098422191
27083945,Private room in UWS near Central Park,43809903,Eddie,Manhattan,Upper West Side,40.80209,-73.96742,Private room,70,2,11,2018-12-31,1.07,4,4,4.248495242049359
3041973,Perfect 1BR / Doorman / 22 St & 2nd Ave,1475015,Mike,Manhattan,Murray Hill,40.74475,-73.97201,Entire home/apt,150,30,2,2016-08-31,0.04,52,362,5.0106352940962555
24826817,Fun tourist family friendly Flatiron Loft,187684303,Alexis,Manhattan,Kips Bay,40.73992,-73.98272,Entire home/apt,200,2,16,2019-05-09,1.57,1,6,5.298317366548036
35160771,Luxury 1 bedroom apt closet to Central park.,120464331,Soner,Manhattan,East Harlem,40.79496,-73.94838,Entire home/apt,140,2,4,2019-06-24,3.64,1,79,4.941642422609304
15310580,Nice apartment in Gramercy.,27336207,Juan Eduardo,Manhattan,Gramercy,40.73736,-73.98025,Entire home/apt,120,5,8,2018-02-25,0.25,2,0,4.787491742782046
28713500,San Carlos Hotel  Deluxe Room- up to 3,173685298,Janet,Manhattan,Midtown,40.75499,-73.97121,Private room,330,1,4,2019-02-17,0.48,11,176,5.799092654460526
23996251,Harlem,135510002,David,Manhattan,Harlem,40.81498,-73.94622,Shared room,80,2,8,2018-06-03,0.52,1,0,4.382026634673881
9618477,Warm Warm Wooded Quiet City Escape,38284667,Ruth,Manhattan,East Village,40.72888,-73.98193,Entire home/apt,160,160,2,2015-12-14,0.05,2,363,5.075173815233827
36441908,Amazing flex room in financial district with view,112024431,Dariné,Manhattan,Financial District,40.70597,-74.01562,Private room,100,4,0,NA,NA,1,22,4.605170185988092
21804158,First Class Suite in Central Manhattan,30322413,Sarah,Manhattan,Midtown,40.76398,-73.98034,Private room,320,1,0,NA,NA,1,0,5.768320995793772
23467186,MIDTOWN WEST NYC STUDIO,148945774,Clay,Manhattan,Hell's Kitchen,40.76686,-73.98555,Entire home/apt,150,5,13,2018-09-02,0.8,1,0,5.0106352940962555
29063413,"Large luxury 1 BR with views, greenwich village!",30782359,Tracey,Manhattan,Greenwich Village,40.73069,-73.9932,Entire home/apt,350,2,5,2019-05-19,0.59,1,0,5.857933154483459
8757920,CathedraNYC,8235517,Valjean,Manhattan,Harlem,40.81925,-73.94073,Entire home/apt,110,2,4,2017-07-23,0.11,1,0,4.700480365792417
5706280,New! 2-Bed Apt Near Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,40.77276,-73.95557,Entire home/apt,140,30,3,2018-08-10,0.1,29,315,4.941642422609304
21781507,Spacious Apt near UN Plaza 2 Queen size bed for 5,158710682,Cedar,Manhattan,Midtown,40.7548,-73.96966,Entire home/apt,190,2,75,2019-06-28,3.84,3,105,5.247024072160486
34997345,Cozy 2Bed in the Heart of East Village!,263545490,Grace,Manhattan,East Village,40.725,-73.97903,Entire home/apt,320,3,3,2019-06-30,3,1,0,5.768320995793772
9855043,Cozy Tribeca Studio,5259567,Ross,Manhattan,Tribeca,40.71813,-74.00509,Entire home/apt,140,5,0,NA,NA,1,0,4.941642422609304
9511685,Apartment in Stuy Town,49286334,Tairan,Manhattan,Stuyvesant Town,40.73288,-73.97984,Private room,80,1,1,2016-01-06,0.02,1,0,4.382026634673881
25012058,"Lovely room with private terrace, ensuite",11307033,Devon,Manhattan,East Village,40.72561,-73.97622,Private room,180,1,41,2019-05-17,3.14,2,13,5.19295685089021
22384717,Upper Manhattan Oasis,3076579,Elisabeth,Manhattan,Inwood,40.86489,-73.92902,Private room,50,3,4,2019-05-12,0.66,1,31,3.912023005428146
1164111,COMFORTABLE NYC RETREAT & Breakfast,6375533,LaNola,Manhattan,East Harlem,40.79025,-73.9488,Private room,90,1,273,2019-06-23,3.66,2,47,4.499809670330265
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,2019-06-16,0.48,4,297,6.214608098422191
30937590,Sonder | The Nash | Artsy 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74792,-73.97614,Entire home/apt,260,2,8,2019-06-09,1.86,327,91,5.560681631015528
6972089,*ODYSSEY* Sunny 1 Bedroom Apt- Bright & Cheery!,25237492,Juliana,Manhattan,Upper West Side,40.78181,-73.98466,Entire home/apt,130,30,10,2019-04-01,0.26,34,303,4.867534450455582
8729960,"huge, clean and great loft space",420111,Angie,Manhattan,East Harlem,40.79699,-73.93882,Private room,60,2,38,2019-04-30,0.83,2,270,4.0943445622221
1338362,AMAZING 2BD COL CIRCLE/BRAND NEW ;),1475015,Mike,Manhattan,Upper West Side,40.76934,-73.9863,Entire home/apt,120,30,2,2018-10-13,0.04,52,282,4.787491742782046
3218320,SOHO Studio Best Location,3321910,Carl,Manhattan,Nolita,40.72243,-73.99655,Private room,120,6,3,2015-07-11,0.05,1,43,4.787491742782046
23784779,Downtown private room (Queen Bed) + BREAKFAST,19909972,Jayu,Manhattan,Two Bridges,40.71179,-73.99848,Private room,160,2,129,2019-07-06,8.27,1,3,5.075173815233827
671633,REDUCED! Private Apt~Fun NYC area!,1709717,Camille,Manhattan,Upper East Side,40.77382,-73.95088,Entire home/apt,140,2,46,2019-06-14,0.57,1,346,4.941642422609304
33987747,Cozy/Beautiful studio in Times Square. Sleep 2,102287310,Vera,Manhattan,Hell's Kitchen,40.76704,-73.98646,Entire home/apt,200,3,0,NA,NA,3,358,5.298317366548036
34150118,Cool newly renovated 1BR Apt overlooking Park,40875021,Scott,Manhattan,East Harlem,40.79325,-73.93386,Entire home/apt,150,1,2,2019-05-27,1.22,3,178,5.0106352940962555
8664721,Private room & bathroom in the sky,23073564,Evan,Manhattan,Midtown,40.74576,-73.98146,Private room,200,2,150,2018-10-21,3.32,1,0,5.298317366548036
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,100,30,62,2019-01-10,0.74,6,8,4.605170185988092
26273200,Big sunny private room (cat as a bonus ;-)),118763899,Elena,Manhattan,Harlem,40.81889,-73.94269,Private room,40,21,0,NA,NA,1,67,3.6888794541139363
36332335,Manhattan Rooms by Central Park & 6 green train,97640457,Mel,Manhattan,East Harlem,40.79913,-73.94226,Private room,90,2,0,NA,NA,1,171,4.499809670330265
15050044,"1 private bdrm in Times Sq NYC, luxury building",4430657,Claudia,Manhattan,Hell's Kitchen,40.75842,-73.99276,Private room,60,2,0,NA,NA,1,0,4.0943445622221
283090,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,180,7,24,2018-08-10,0.26,2,125,5.19295685089021
29828333,"**Harlem, Chic Getaway! 5m to Dining/Trains***",216634331,Stephanie,Manhattan,Harlem,40.82431,-73.94291,Entire home/apt,200,3,8,2019-06-21,1.1,1,88,5.298317366548036
33712513,Cozy studio in Chelsea NYC,40832103,Bobby,Manhattan,Chelsea,40.74005,-74.00071,Entire home/apt,150,3,0,NA,NA,1,18,5.0106352940962555
2949128,FAB APT & LOCALE in HELLS KCHN PRIVATE SAFE COMFY!,15049157,Marjorie,Manhattan,Hell's Kitchen,40.76375,-73.9924,Entire home/apt,250,3,136,2019-06-21,2.17,1,284,5.521460917862246
10340705,Luxurious Private Room in Harlem,53216788,Jason,Manhattan,Harlem,40.81015,-73.94728,Private room,80,1,27,2019-05-10,0.79,1,302,4.382026634673881
9362527,Quiet roomy space,48582770,Kyron,Manhattan,Inwood,40.86227,-73.92943,Private room,60,5,1,2015-12-30,0.02,1,0,4.0943445622221
29418601,Great New York shared room 3-6,179336958,Ruby,Manhattan,Midtown,40.74757,-73.98671,Shared room,60,3,20,2019-06-14,2.51,6,169,4.0943445622221
3874870,Charming 1-Bedroom in East Village,4564600,Roxanne,Manhattan,East Village,40.72915,-73.98501,Entire home/apt,200,6,19,2017-07-06,0.32,1,0,5.298317366548036
14092808,Great apt right by Grand Central!!,70671555,Summar,Manhattan,Midtown,40.75043,-73.97243,Private room,90,14,0,NA,NA,1,346,4.499809670330265
32240537,Sonder | Stock Exchange | Delightful 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70748,-74.01081,Entire home/apt,220,2,4,2019-05-27,1.15,327,331,5.393627546352362
18283646,Clean and Cozy Room - 20 Mins to Midtown Manhattan,28462809,Shesh,Manhattan,Harlem,40.82205,-73.95335,Private room,80,2,18,2019-05-04,0.69,1,55,4.382026634673881
9371171,Large and cozy Apart NYC.,149430,Tida,Manhattan,East Harlem,40.7884,-73.94533,Entire home/apt,120,5,79,2019-06-28,1.82,2,307,4.787491742782046
203901,Beautiful UES apartment,1000477,Elizabeth,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,2016-09-18,0.08,1,0,5.247024072160486
1878692,Andrea's bohemian pied-a-terre,9782676,Andrea,Manhattan,Greenwich Village,40.72934,-74.00075,Entire home/apt,170,5,143,2019-06-26,2.13,1,144,5.135798437050262
455801,Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,2265770,Jeanine,Manhattan,Harlem,40.80533,-73.95204,Private room,60,4,109,2018-09-19,1.25,3,0,4.0943445622221
